name,job_title,industry,ai_replacement_risk,salary,years_of_experience,city,ai_tool_threat,salary_group,experience_level,work_type
Rodney Smith,Teacher,Education,1,44127,9,New York,Google Gemini,Low,Mid,In-Office
Lori Robertson,Doctor,Healthcare,2,177179,14,Chicago,Claude,Very High,Senior,In-Office
Bryan Costa,Doctor,Healthcare,5,127256,33,Boston,MedpaLM,High,Veteran,In-Office
Ann Meadows,Data Analyst,Media & Marketing,2,151816,20,San Francisco,ChatGPT,Very High,Senior,In-Office
Teresa Steele,HR Manager,Human Resources,5,168723,11,Austin,Scribe AI,Very High,Senior,In-Office
Kathleen Welch,Teacher,Education,1,180718,25,San Francisco,Claude,Very High,Veteran,In-Office
Jeffrey Taylor,Data Analyst,Healthcare,3,187805,8,Boston,Github Copilot,Very High,Mid,In-Office
Michelle Hopkins,HR Manager,Human Resources,2,126539,34,Boston,Writer.com,High,Veteran,In-Office
Frederick Evans,Copywriter,Media & Marketing,2,156541,6,Chicago,Writer.com,Very High,Mid,In-Office
Kiara Kelly,HR Manager,Human Resources,5,68726,19,Seattle,Scribe AI,Medium,Senior,In-Office
Anthony Stone,Copywriter,Media & Marketing,5,167358,12,Seattle,Writer.com,Very High,Senior,In-Office
Crystal Vasquez,Lawyer,Legal,4,49791,11,New York,Claude,Low,Senior,In-Office
Amy Brown,Software Engineer,Tech,1,196912,20,San Francisco,Github Copilot,Very High,Senior,In-Office
Mr. Jacob Matthews,Teacher,Education,5,140469,31,Chicago,Claude,High,Veteran,In-Office
Mikayla Turner,Copywriter,Tech,1,122272,26,Chicago,Writer.com,High,Veteran,In-Office
Christopher Sandoval,Financial Analyst,Finance,5,121298,32,New York,ChatGPT,High,Veteran,In-Office
Tom Farrell,Copywriter,Media & Marketing,5,62678,10,Remote,Writer.com,Medium,Senior,Remote
Michele Turner,Lawyer,Legal,1,129730,21,Boston,DoNotPay,High,Senior,In-Office
Deanna Gray,Marketing Manager,Media & Marketing,5,64203,21,Boston,ChatGPT,Medium,Senior,In-Office
Ashley Valdez,Data Analyst,Healthcare,3,154202,28,Austin,Claude,Very High,Veteran,In-Office
Scott Warren,HR Manager,Human Resources,5,109817,13,Remote,Scribe AI,High,Senior,Remote
Taylor Wells,Radiologist,Healthcare,5,55734,29,Chicago,MedpaLM,Low,Veteran,In-Office
Teresa Tran,HR Manager,Human Resources,3,182177,3,New York,ChatGPT,Very High,Mid,In-Office
Jermaine Ross,Marketing Manager,Media & Marketing,4,157676,12,New York,Writer.com,Very High,Senior,In-Office
Brian Guzman,Radiologist,Healthcare,2,94605,7,Seattle,Claude,Medium,Mid,In-Office
Daniel Blair,Lawyer,Legal,2,174593,12,Boston,Harvey,Very High,Senior,In-Office
Timothy Patterson,Teacher,Education,2,183356,34,Remote,ChatGPT,Very High,Veteran,Remote
Benjamin Campos,Doctor,Healthcare,4,192210,30,San Francisco,MedpaLM,Very High,Veteran,In-Office
Jasmine Parks,Lawyer,Legal,4,127177,15,San Francisco,DoNotPay,High,Senior,In-Office
Jorge Heath,Technical Recruiter,Human Resources,1,153387,16,San Francisco,ChatGPT,Very High,Senior,In-Office
Sabrina Sanchez,Paralegal,Legal,1,143591,12,San Francisco,Claude,High,Senior,In-Office
Benjamin Kim,Paralegal,Legal,4,170350,32,Austin,Harvey,Very High,Veteran,In-Office
Daniel Shepherd,HR Manager,Human Resources,4,114005,22,Remote,ChatGPT,High,Senior,Remote
Richard Johnson,Software Engineer,Tech,4,143593,28,Austin,ChatGPT,High,Veteran,In-Office
Amy Jones,Technical Recruiter,Human Resources,1,182124,27,Remote,Scribe AI,Very High,Veteran,Remote
Tiffany Harris,Nurse,Healthcare,5,170709,20,Chicago,Claude,Very High,Senior,In-Office
Donna Fuller,Teacher,Education,2,76395,16,Boston,Google Gemini,Medium,Senior,In-Office
Katie Rios,Doctor,Healthcare,4,61976,33,Boston,Claude,Medium,Veteran,In-Office
Katherine Morgan,Data Analyst,Media & Marketing,4,143739,22,New York,Claude,High,Senior,In-Office
Andre Brown,Radiologist,Healthcare,5,105237,1,Austin,Claude,High,Entry,In-Office
Mrs. Melanie Smith,Teacher,Education,1,118925,19,San Francisco,Google Gemini,High,Senior,In-Office
Laura Oneal,Nurse,Healthcare,3,110307,13,Chicago,Claude,High,Senior,In-Office
Kenneth Martinez,Radiologist,Healthcare,2,136894,1,San Francisco,Claude,High,Entry,In-Office
Mrs. Wendy King,Teacher,Education,2,103004,12,San Francisco,Google Gemini,High,Senior,In-Office
Benjamin Odonnell,Paralegal,Legal,1,130308,33,New York,Harvey,High,Veteran,In-Office
Betty Wolfe,Doctor,Healthcare,1,91205,11,San Francisco,Claude,Medium,Senior,In-Office
Lauren Dudley,Teacher,Education,2,92533,13,Austin,Google Gemini,Medium,Senior,In-Office
April Atkinson,Software Engineer,Tech,1,81028,1,Austin,ChatGPT,Medium,Entry,In-Office
Clayton Ortiz Jr.,Lawyer,Legal,4,52080,15,Remote,Claude,Low,Senior,Remote
Matthew Chung,Radiologist,Healthcare,3,102211,18,Chicago,Claude,High,Senior,In-Office
Ellen Thompson,Financial Analyst,Healthcare,1,56454,3,Boston,None,Low,Mid,In-Office
Robert Kent,Financial Analyst,Finance,4,131665,10,Boston,Perplexity AI,High,Senior,In-Office
Julie Hall,Radiologist,Healthcare,2,80770,35,Austin,Claude,Medium,Veteran,In-Office
John Ward,Paralegal,Legal,1,73488,22,Remote,DoNotPay,Medium,Senior,Remote
Anthony Walker,Marketing Manager,Media & Marketing,1,134263,35,Chicago,ChatGPT,High,Veteran,In-Office
Lisa Clark,Software Engineer,Tech,2,129653,25,Boston,Claude,High,Veteran,In-Office
Gregory Long,Technical Recruiter,Media & Marketing,3,42680,15,Remote,Scribe AI,Low,Senior,Remote
Jessica Henry MD,Copywriter,Media & Marketing,5,122468,12,Austin,ChatGPT,High,Senior,In-Office
Jennifer Sanchez,Marketing Manager,Media & Marketing,2,136632,30,Chicago,ChatGPT,High,Veteran,In-Office
Carrie Garcia,Radiologist,Healthcare,5,192588,12,Remote,MedpaLM,Very High,Senior,Remote
Jeremy Marshall,Software Engineer,Tech,1,45308,2,San Francisco,Github Copilot,Low,Entry,In-Office
Richard Guerrero,HR Manager,Human Resources,3,159373,22,Boston,Scribe AI,Very High,Senior,In-Office
Michael Pacheco,Teacher,Education,2,113156,23,New York,Claude,High,Senior,In-Office
Kevin Delacruz,Data Analyst,Healthcare,4,54816,22,Seattle,Claude,Low,Senior,In-Office
Mario Ferguson,Nurse,Healthcare,2,63549,11,Boston,Claude,Medium,Senior,In-Office
Lori Barron,Radiologist,Healthcare,4,47870,13,Seattle,Claude,Low,Senior,In-Office
Kerry Johnson,Teacher,Education,5,193530,13,Chicago,ChatGPT,Very High,Senior,In-Office
Karen Gilbert,Software Engineer,Tech,2,197995,13,Austin,Github Copilot,Very High,Senior,In-Office
Anthony Santos,Marketing Manager,Media & Marketing,3,69650,10,Boston,Scribe AI,Medium,Senior,In-Office
Donna Stevens,Lawyer,Legal,1,167451,21,Chicago,DoNotPay,Very High,Senior,In-Office
Jacqueline Parker,Paralegal,Legal,3,70533,8,Austin,Harvey,Medium,Mid,In-Office
Monica Burch,Copywriter,Media & Marketing,1,199523,11,Boston,Writer.com,Very High,Senior,In-Office
Vanessa Edwards,Teacher,Education,4,53490,22,New York,Claude,Low,Senior,In-Office
Megan Nelson,Nurse,Healthcare,4,154869,21,Seattle,MedpaLM,Very High,Senior,In-Office
Christopher Wagner,Customer Support Agent,Tech,5,150764,12,Boston,Perplexity AI,Very High,Senior,In-Office
Danny Hamilton,Technical Recruiter,Media & Marketing,5,177213,13,Remote,ChatGPT,Very High,Senior,Remote
David Hayden,Teacher,Education,4,86910,8,Chicago,Google Gemini,Medium,Mid,In-Office
Henry Bailey,Radiologist,Healthcare,4,136202,27,Boston,MedpaLM,High,Veteran,In-Office
Victor Nash,Financial Analyst,Finance,5,154063,27,Boston,ChatGPT,Very High,Veteran,In-Office
Jose Hughes,Data Analyst,Healthcare,4,117963,23,Boston,ChatGPT,High,Senior,In-Office
David Carter,Software Engineer,Tech,5,54032,6,Chicago,Claude,Low,Mid,In-Office
Deborah Diaz,Technical Recruiter,Media & Marketing,3,136573,22,Boston,Scribe AI,High,Senior,In-Office
Alyssa Nelson,Radiologist,Healthcare,3,197076,6,Seattle,Claude,Very High,Mid,In-Office
Caleb Carr,Paralegal,Legal,2,84086,1,New York,Claude,Medium,Entry,In-Office
John Williams,HR Manager,Human Resources,2,171973,13,New York,ChatGPT,Very High,Senior,In-Office
Ryan Kelley,Nurse,Healthcare,4,194033,19,New York,Claude,Very High,Senior,In-Office
Paul Moore,Paralegal,Legal,4,135939,3,New York,Harvey,High,Mid,In-Office
Caitlyn Weiss,Lawyer,Legal,5,49743,13,Remote,DoNotPay,Low,Senior,Remote
Jonathan Owens,Lawyer,Legal,2,169361,34,Chicago,Harvey,Very High,Veteran,In-Office
Kristine Smith,Copywriter,Tech,5,40537,6,Seattle,ChatGPT,Low,Mid,In-Office
David Lopez,Technical Recruiter,Finance,1,45558,26,Remote,Scribe AI,Low,Veteran,Remote
Eric Lee,Doctor,Healthcare,1,124296,21,Boston,Claude,High,Senior,In-Office
Douglas White,Customer Support Agent,Healthcare,3,178552,19,New York,Perplexity AI,Very High,Senior,In-Office
Kyle Woods,Copywriter,Tech,1,152191,22,New York,Writer.com,Very High,Senior,In-Office
Jill Carroll,Copywriter,Tech,3,124048,8,Seattle,Writer.com,High,Mid,In-Office
Vicki Johns,Data Analyst,Tech,3,175365,2,Boston,Github Copilot,Very High,Entry,In-Office
Grace Elliott,Doctor,Healthcare,4,105176,28,New York,MedpaLM,High,Veteran,In-Office
Lonnie Davis,Doctor,Healthcare,3,176997,23,Remote,MedpaLM,Very High,Senior,Remote
Barbara Stephens,Data Analyst,Tech,3,86954,9,New York,Github Copilot,Medium,Mid,In-Office
Brandon Williams,Nurse,Healthcare,4,191463,11,Seattle,MedpaLM,Very High,Senior,In-Office
Michael Adams,Data Analyst,Tech,4,199462,6,Remote,ChatGPT,Very High,Mid,Remote
Patrick King,Doctor,Healthcare,4,150853,4,Boston,Claude,Very High,Mid,In-Office
Todd Casey,Financial Analyst,Healthcare,3,132261,10,Austin,None,High,Senior,In-Office
Janice Flores,Technical Recruiter,Finance,5,167446,19,Chicago,None,Very High,Senior,In-Office
Melvin Ford,Financial Analyst,Finance,2,190047,19,Chicago,None,Very High,Senior,In-Office
Bryan Ferguson,Customer Support Agent,Media & Marketing,5,181327,6,Austin,None,Very High,Mid,In-Office
Keith Howard,Technical Recruiter,Healthcare,2,185370,20,New York,None,Very High,Senior,In-Office
Roberta Crawford,Customer Support Agent,Healthcare,3,97501,2,Seattle,None,Medium,Entry,In-Office
Brian Flores,Technical Recruiter,Tech,5,83281,16,New York,None,Medium,Senior,In-Office
Amanda David,Customer Support Agent,Media & Marketing,5,111368,17,Austin,None,High,Senior,In-Office
John Cruz,Customer Support Agent,Healthcare,4,124071,21,Boston,None,High,Senior,In-Office
Alicia Hall,Customer Support Agent,Finance,4,151079,29,Boston,None,Very High,Veteran,In-Office
Joseph Jones,Financial Analyst,Finance,2,168426,27,New York,None,Very High,Veteran,In-Office
Erin Swanson,Financial Analyst,Finance,5,66409,10,Seattle,None,Medium,Senior,In-Office
Melissa Bailey,Customer Support Agent,Healthcare,5,137664,31,Boston,None,High,Veteran,In-Office
Jeffrey Powell,Financial Analyst,Healthcare,2,130110,9,Boston,None,High,Mid,In-Office
Julie Joseph,Financial Analyst,Healthcare,4,195843,32,Seattle,None,Very High,Veteran,In-Office
Jeremiah Koch,Customer Support Agent,Healthcare,2,68405,27,Chicago,None,Medium,Veteran,In-Office
Terry Lee,Financial Analyst,Finance,4,119301,12,Remote,None,High,Senior,Remote
Caitlin Hill,Customer Support Agent,Tech,1,91646,2,Boston,None,Medium,Entry,In-Office
Nathan Preston,Financial Analyst,Finance,5,100418,31,Austin,None,High,Veteran,In-Office
George Lewis,Financial Analyst,Finance,2,122237,2,Chicago,None,High,Entry,In-Office
Jesus Bates,Customer Support Agent,Media & Marketing,4,173266,13,Chicago,None,Very High,Senior,In-Office
Cynthia Macias,Technical Recruiter,Media & Marketing,4,56158,0,New York,None,Low,Entry,In-Office
Mr. Stephen Frye,Financial Analyst,Finance,1,48841,24,San Francisco,None,Low,Senior,In-Office
Anna Martinez,Customer Support Agent,Finance,5,165996,2,San Francisco,None,Very High,Entry,In-Office
Claudia Green,Financial Analyst,Finance,4,160315,32,Boston,None,Very High,Veteran,In-Office
Reginald Ritter,Financial Analyst,Healthcare,5,70437,11,Seattle,None,Medium,Senior,In-Office
Megan Christensen,Financial Analyst,Finance,1,176967,24,Boston,None,Very High,Senior,In-Office
Robert Reed,Customer Support Agent,Healthcare,4,69595,12,Boston,None,Medium,Senior,In-Office
Megan Long DVM,Customer Support Agent,Finance,2,73051,3,Austin,None,Medium,Mid,In-Office
Joshua Baker,Customer Support Agent,Healthcare,5,81190,34,San Francisco,None,Medium,Veteran,In-Office
Anthony Davis,Customer Support Agent,Finance,5,123042,31,Boston,None,High,Veteran,In-Office
Alyssa Cook,Financial Analyst,Finance,3,113182,27,Seattle,None,High,Veteran,In-Office
George Neal,Technical Recruiter,Human Resources,2,167500,5,Chicago,None,Very High,Mid,In-Office
Chad Jimenez,Financial Analyst,Healthcare,2,80035,2,Remote,None,Medium,Entry,Remote
Gail Middleton,Financial Analyst,Finance,5,159896,7,Austin,None,Very High,Mid,In-Office
Cory Young,Technical Recruiter,Media & Marketing,5,128758,11,Seattle,None,High,Senior,In-Office
Mackenzie Stanley,Customer Support Agent,Healthcare,5,193052,22,Boston,None,Very High,Senior,In-Office
Diane Thomas,Customer Support Agent,Healthcare,2,41345,30,New York,None,Low,Veteran,In-Office
Jessica Woods,Technical Recruiter,Healthcare,2,158298,31,Remote,None,Very High,Veteran,Remote
Brandi Brewer,Financial Analyst,Finance,5,133085,24,Seattle,None,High,Senior,In-Office
Jamie Williams,Financial Analyst,Healthcare,5,58076,11,Remote,None,Low,Senior,Remote
Teresa Liu,Customer Support Agent,Healthcare,2,72602,26,Austin,None,Medium,Veteran,In-Office
Amy Martin,Customer Support Agent,Media & Marketing,3,57565,29,Seattle,None,Low,Veteran,In-Office
Amanda Golden,Financial Analyst,Healthcare,5,134904,14,Boston,None,High,Senior,In-Office
Matthew Sweeney,Customer Support Agent,Tech,1,54552,0,Remote,None,Low,Entry,Remote
Carl Walker,Technical Recruiter,Finance,1,81572,10,Remote,None,Medium,Senior,Remote
Kimberly Banks,Financial Analyst,Healthcare,3,57776,25,Chicago,None,Low,Veteran,In-Office
Linda Richards,Customer Support Agent,Finance,3,128303,1,San Francisco,None,High,Entry,In-Office
Manuel Hendrix,Financial Analyst,Healthcare,4,144399,7,Seattle,None,High,Mid,In-Office
Peter Taylor,Financial Analyst,Finance,5,174705,20,New York,None,Very High,Senior,In-Office
Christopher Levine,Financial Analyst,Healthcare,3,158944,22,Chicago,None,Very High,Senior,In-Office
Kevin Parker,Customer Support Agent,Healthcare,3,154844,4,Remote,None,Very High,Mid,Remote
Ryan Bailey,Financial Analyst,Finance,2,178261,14,New York,None,Very High,Senior,In-Office
Kimberly Lopez,Customer Support Agent,Media & Marketing,2,123624,35,San Francisco,None,High,Veteran,In-Office
Crystal Hansen,Financial Analyst,Finance,1,142667,1,New York,None,High,Entry,In-Office
Joseph Miller,Technical Recruiter,Human Resources,3,142840,25,Remote,None,High,Veteran,Remote
Julie Flores,Customer Support Agent,Finance,4,78013,17,San Francisco,None,Medium,Senior,In-Office
Eric Thomas,Customer Support Agent,Media & Marketing,4,130429,14,New York,None,High,Senior,In-Office
Eileen Bishop,Financial Analyst,Finance,5,166633,9,Seattle,None,Very High,Mid,In-Office
Michelle Lam,Technical Recruiter,Human Resources,5,88140,30,San Francisco,None,Medium,Veteran,In-Office
Tanya Fields,Technical Recruiter,Tech,5,85728,29,Chicago,None,Medium,Veteran,In-Office
Erin Simmons,Customer Support Agent,Healthcare,2,128567,15,Remote,None,High,Senior,Remote
Beverly Foster,Customer Support Agent,Tech,5,97817,13,New York,None,Medium,Senior,In-Office
Victoria Bell,Financial Analyst,Healthcare,2,136840,13,Austin,None,High,Senior,In-Office
Susan Collins,Financial Analyst,Finance,3,40175,26,Chicago,None,Low,Veteran,In-Office
Courtney Jones,Financial Analyst,Finance,2,67239,31,Chicago,None,Medium,Veteran,In-Office
Andrea Logan,Technical Recruiter,Human Resources,3,57420,22,Seattle,None,Low,Senior,In-Office
Timothy Thomas,Technical Recruiter,Media & Marketing,3,82513,17,New York,None,Medium,Senior,In-Office
